Descripcion;Precio Contado;Precio Tarjeta;SEGMENTO
AUD UNION DOBLE BRIDADA 75 X 2 1/2° ACQUA SYSTEM;48674,51;59383;AGUA FUSION
AUD UNION DOBLE BRIDADA 75MM ACQUA SYSTEM;47948,12;58497;AGUA FUSION
AUD UNION DOBLE BRIDADA 90 X 3° ACQUA SYSTEM;57265,83;69865;AGUA FUSION
AUD UNION DOBLE BRIDADA 90MM ACQUA SYSTEM;61395,49;74903;AGUA FUSION
AUD UNION DOBLE MIXTA PLASTICA RH 20 X 1/2°;2614,15;3190;AGUA FUSION
AUD UNION DOBLE MIXTA PLASTICA RH 25 X 3/4°;3368,71;4110;AGUA FUSION
AUD UNION DOBLE MIXTA PLASTICA RH 32 X 1;4866,59;5938;AGUA FUSION
AUD UNION DOBLE MIXTA PLASTICA RH 40 X 1 1/4°;22625,82;27604;AGUA FUSION
AUD UNION DOBLE MIXTA PLASTICA RH 50 X 1 1/2°;25333,82;30908;AGUA FUSION
AUD UNION DOBLE MIXTA PLASTICA RH 63 X 2;36349,98;44347;AGUA FUSION
AUD UNION DOBLE MIXTA PLASTICA RM 40 X 1 1/4°;25756,62;31424;AGUA FUSION
AUD UNION DOBLE MIXTA PLASTICA RM 50 X 1 1/2°;28210,32;34417;AGUA FUSION
AUD UNION DOBLE MIXTA PLASTICA RM 63 X 2;36742,87;44827;AGUA FUSION
AUD UNION DOBLE PLASTICA 20MM ACQUA SYSTEM;1736,41;2119;AGUA FUSION
AUD UNION DOBLE PLASTICA 25MM ACQUA SYSTEM;2212,74;2700;AGUA FUSION
AUD UNION DOBLE PLASTICA 32MM ACQUA SYSTEM;2652,7;3237;AGUA FUSION
AUD UNION DOBLE PLASTICA 40MM ACQUA SYSTEM;6429,7;7845;AGUA FUSION
AUD UNION DOBLE PLASTICA 50MM ACQUA SYSTEM;7385,36;9011;AGUA FUSION
AUD UNION DOBLE PLASTICA 63MM ACQUA SYSTEM;9732,07;11874;AGUA FUSION
AVEM VALVULA ESFERICA C/MANIJA 110MM ACQUA SYSTEM;295527,66;360544;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MANIJA 20MM ACQUA SYSTEM;8238,27;10051;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MANIJA 25MM ACQUA SYSTEM;10289,66;12554;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MANIJA 32MM ACQUA SYSTEM;13552,92;16535;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MANIJA 40MM ACQUA SYSTEM;22762,28;27770;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MANIJA 50MM ACQUA SYSTEM;37060,06;45214;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MANIJA 63MM ACQUA SYSTEM;60411,04;73702;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MANIJA 75MM ACQUA SYSTEM;102972,11;125626;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MANIJA 90MM ACQUA SYSTEM;193991,4;236670;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MED UNION 20 MM;9736,71;11879;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MED UNION 25 MM;12625,04;15403;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MED UNION 32 MM;15973,3;19488;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MED UNION 40 MM;28626,15;34924;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MED UNION 50 MM;33428,39;40783;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/MED UNION 63 MM;50813,94;61994;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/UD BRIDADA 110MM;529294,92;645740;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/UD BRIDADA 75MM;301165,47;367422;AGUA FUSION, LLAVE EXTERIOR
AVEM VALVULA ESFERICA C/UD BRIDADA 90MM;446777,86;545069;AGUA FUSION, LLAVE EXTERIOR
AVEV LLAVE ESFERICA 20 MM. CAPUCHON CROMADO;21290,41;25975;AGUA FUSION, LLAVE 
AVEV LLAVE ESFERICA 25 MM. CAPUCHON CROMADO;23164,65;28261;AGUA FUSION, LLAVE 
BUJE SOPORTE DE 20MM;205,9;252;AGUA FUSION
BUJE SOPORTE DE 25MM;175,55;215;AGUA FUSION
CAMPANA CROMADA DESLIZANTE;2158,99;2634;CAMPANAS
CAPUCHON CROMADO;1766,48;2156;CAPUCHONES
CUBRE ROSCA PLAST;316,62;387;ROSETA
CUPLA ELECTRICA 110 MM;76919,92;93843;CUPLAS
CUPLA ELECTRICA 125 MM;109836,02;134000;CUPLAS
CUPLA ELECTRICA 20 MM ACQUA SYSTEM;7609,91;9285;CUPLAS
CUPLA ELECTRICA 25 MM ACQUA SYSTEM;8181,59;9982;CUPLAS
CUPLA ELECTRICA 32 MM ACQUA SYSTEM;9021,82;11007;CUPLAS
CUPLA ELECTRICA 40 MM ACQUA SYSTEM;10383,48;12668;CUPLAS
CUPLA ELECTRICA 50 MM ACQUA SYSTEM;12388,83;15115;CUPLAS
CUPLA ELECTRICA 63 MM ACQUA SYSTEM;18316,66;22347;CUPLAS
CUPLA ELECTRICA 75 MM ACQUA SYSTEM;45822,86;55904;CUPLAS
CUPLA ELECTRICA 90 MM ACQUA SYSTEM;65263,82;79622;CUPLAS
KIT REPUESTO MANIJA AZUL 20-32 MM;2809,92;3429;VALVULAS
KIT REPUESTO MANIJA AZUL 40-50 MM;4213,33;5141;VALVULAS
KIT REPUESTO MANIJA AZUL 63 MM;7865,52;9596;VALVULAS
MAQUINA DUAL P/ELECTROFUSION EF-2000;1712385,01;2089110;FUSIONADORA
MARIPOSA DE PLASTICO;400,51;489;MARIPOSAS
MONTURA DE DERIVACION 110/125 X 20;2375,59;2899;COLLAR, JUNTAMAS, CINCHA
MONTURA DE DERIVACION 110/125 X 25;2375,59;2899;COLLAR, JUNTAMAS, CINCHA
MONTURA DE DERIVACION 110/125 X 32;2375,59;2899;COLLAR, JUNTAMAS, CINCHA
MONTURA DE DERIVACION 110/125 X 40;2375,59;2899;COLLAR, JUNTAMAS, CINCHA
MONTURA DE REDUC. 90X20;2138,65;2610;COLLAR, JUNTAMAS, CINCHA
MONTURA DE REDUC.75X25;2183,12;2664;COLLAR, JUNTAMAS, CINCHA
MONTURA DE REDUC.90X25;2183,12;2664;COLLAR, JUNTAMAS, CINCHA
MONTURA DE REDUCC.75X20;2138,65;2610;COLLAR, JUNTAMAS, CINCHA
MONTURA DE REDUCC.75X32;2312,05;2821;COLLAR, JUNTAMAS, CINCHA
MONTURA DE REDUCC.90X32;2312,05;2821;COLLAR, JUNTAMAS, CINCHA
MONTURA DE REDUCCION 63X20;2138,65;2610;COLLAR, JUNTAMAS, CINCHA
MONTURA DE REDUCCION 63X25;2183,12;2664;COLLAR, JUNTAMAS, CINCHA
SOPORTE MET.400 MM C/CODOS C/BASE H.LARGA 20 X 1/2;10635,98;12976;CODOS
TUBO HEMBRA FUS MACHO 25X3/4°;2834,7;3459;CAÑOS
TUBO HEMBRA FUS. MACHO 20X1/2°;1825,18;2227;CAÑOS
TUBO HEMBRA FUS.MACHO 32X1°;5135,84;6266;CAÑOS
TUBO HEMBRA FUS.MACHO 40X1.1/4°;12567,12;15332;CAÑOS
TUBO HEMBRA FUS.MACHO 50X11/2°;17404,51;21234;CAÑOS
TUBO HEMBRA FUS.MACHO 63 X 2°;22890,79;27927;CAÑOS
TUBO MACHO FUS MACHO 25X3/4°;3597,29;4389;CAÑOS
TUBO MACHO FUS.MACHO 20X1/2°;2557,65;3121;CAÑOS
TUBO MACHO FUS.MACHO 32X1°;6368,95;7771;CAÑOS
TUBO MACHO FUS.MACHO 40X1.1/4°;13902,16;16961;CAÑOS
TUBO MACHO FUS.MACHO 50X11/2°;17735,42;21638;CAÑOS
TUBO MACHO FUS.MACHO 63 X 2°;24313,87;29663;CAÑOS
AC UNION DE 25MM ACQUA SYSTEM;357,19;436;AGUA FUSION
ACMLLP LLAVE DE PASO C/CAB. MIXTO 25MM ACQUA SYSTE;10223,25;12473;AGUA FUSION
ACU CODO A 90º DE 25 MM ACQUA SYSTEM;472,08;576;AGUA FUSION
ACUIH CODO A 90º ROS.H.25 X 1/2° ACQUA SYSTEM;2231,88;2723;AGUA FUSION
******MEDIO CAÑOS A.S.MAG. PN 20 20MM;2495,38;3045;AGUA FUSION
******MEDIO CAÑOS A.S.MAG. PN 20 25MM;3628,71;4428;AGUA FUSION
******MEDIO CAÑOS A.S.MAG. PN 20 32MM;5644,74;6887;AGUA FUSION
******MEDIO CAÑOS A.S.MAG. PN 20 40MM;8516,87;10391;AGUA FUSION
******MEDIO CAÑOS A.S.MAG. PN 20 50MM;11416,38;13928;AGUA FUSION
****MEDIO CAÑO A.S.MAG. PN 12 32MM;4742,9;5787;AGUA FUSION
****MEDIO CAÑO A.S.MAG. PN 12 40MM;7126,71;8695;AGUA FUSION
****MEDIO CAÑO A.S.MAG. PN 12 50MM;9552,6;11655;AGUA FUSION
A.S.MAG. PN 12 110MM;79884,87;97460;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 12 125MM;96939,29;118266;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 12 20MM;4316,94;5267;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 12 25MM;6243,71;7618;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 12 32MM;9485,8;11573;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 12 40MM;14253,77;17390;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 12 50MM;19105,44;23309;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 12 63MM;26802,46;32700;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 12 75MM;39921,53;48705;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 12 90MM;58198,79;71003;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 25 20MM;5567,25;6793;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 25 25MM;8057,06;9830;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 25 32MM;12543,59;15304;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 25 40MM;19105,44;23309;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 25 50MM;26997,3;32937;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 25 63MM;41129,43;50178;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 25 75MM;74947,96;91437;AGUA FUSION, CAÑO, TUBO
A.S.MAG. PN 25 90MM;104791,6;127846;AGUA FUSION, CAÑO, TUBO
CAÑO ACQUA LUM X-TREME P+Q 20MM;17080,3;20838;AGUA FUSION, TUBO
CAÑO ACQUA LUM X-TREME P+Q 25MM;22121,22;26988;AGUA FUSION, TUBO
CAÑO ACQUA LUM X-TREME P+Q 40MM;46940,05;57267;AGUA FUSION, TUBO
CAÑO ACQUA LUM X-TREME P+Q 63MM;108257,16;132074;AGUA FUSION, TUBO
CAÑO ACQUA LUM X-TREME P+Q 75MM;143537,88;175117;AGUA FUSION, TUBO
CAÑO ACQUA LUM X-TREME P+Q 90MM;234697,65;286332;AGUA FUSION, TUBO
CAÑO ACQUA SYSTEM 110MM X 4 mts PN20;113865,69;138917;AGUA FUSION, TUBO
CAÑO ACQUA SYSTEM 125MM X 4 mts PN20;141908,36;173129;AGUA FUSION, TUBO
CAÑO ACQUA SYSTEM 20MM X 4 mts PN20;4591,49;5602;AGUA FUSION, TUBO
CAÑO ACQUA SYSTEM 32MM X 4 mts PN20;10386,33;12672;AGUA FUSION, TUBO
CAÑO ACQUA SYSTEM 40MM X 4 mts PN20;17033,75;20782;AGUA FUSION, TUBO
CAÑO ACQUA SYSTEM 50MM X 4 mts PN20;22832,76;27856;AGUA FUSION, TUBO
CAÑO ACQUA SYSTEM 63MM X 4 mts PN20;34350,65;41908;AGUA FUSION, TUBO
CAÑO ACQUA SYSTEM 75MM X 4 mts PN20;63734,82;77757;AGUA FUSION, TUBO
CAÑO ACQUA SYSTEM 90MM X 4 mts PN20;92207,59;112494;AGUA FUSION, TUBO
CAÑOS PN 20- 32 MM. -ACQUA-LUM;32614,53;39790;AGUA FUSION, TUBO
CAÑOS PN 20- 50 MM. -ACQUA-LUM;62992,97;76852;AGUA FUSION, TUBO
CAÑO ACQUA SYSTEM 25MM X 4 mts PN20;6676,83;8146;AGUA FUSION, TUBO
CAJA PLASTICA HORIZONTAL AIRE ACONDICIONADO;5754,45;7021;CAJAS
CANAL H 105X1M C/ REJA METALICA DURATOP;19377,24;23641;CANALETA
CANAL H 105X1M C/ REJA PLASTICA DURATOP;15501,79;18913;CANALETA
CANAL H 55X1M C/ REJA METALICA DURATOP;18672,61;22781;CANALETA
CANAL H 55X1M C/ REJA PLASTICA DURATOP;14444,85;17623;CANALETA
CB BOCA DE S P/DUCHA C/SALIDA HORIZ.40MM DURATOP;2025,4;2471;JUNTA ELASTICA, NEGRO
CB BOCA DESAGUE DE BALCON C/SALIDA 63MM DURATOP;2864,23;3495;JUNTA ELASTICA, NEGRO
CB BOCA DESAGUE DE BALCON VERT. C/SALIDA 63MM DURA;2835,63;3460;JUNTA ELASTICA, NEGRO
CB BOCA DESAGUE P/DUCHA PROF C/SALIDA 40 MM.****;1756,33;2143;JUNTA ELASTICA, NEGRO
CB BOCA DESAGUE P/DUCHA VERT. C/SALIDA 40MM DURATO;1937,83;2365;JUNTA ELASTICA, NEGRO
CB BOCA HOR 160X.110MM C/3 ENTR.63MM DURATOP -160-;8602,03;10495;JUNTA ELASTICA, NEGRO
CB BOCA VERT.SAL.110MM C/4ENTR.63MM DURATOP-160-;7655,7;9340;JUNTA ELASTICA, NEGRO
CB EMPALME ACC HORIZ.C/SAL.63MM ENTR. 50 MM -110-;4822,03;5883;JUNTA ELASTICA, NEGRO
CB EMPALME ACC VERT. C/SAL. 50 MM ENTR. 63 MM -110;5509,22;6722;JUNTA ELASTICA, NEGRO
CBAMH CURVA A 45º M-H 110;3467,05;4230;JUNTA ELASTICA, NEGRO
CBUMH CURVA A 90º 110MM C/BASE DURATOP;4887,21;5963;JUNTA ELASTICA, NEGRO
CBUMH CURVA A 90º M-H 110MM DURATOP;3817,72;4658;JUNTA ELASTICA, NEGRO
CC CUPLA 160MM DURATOP;9077,49;11075;JUNTA ELASTICA, NEGRO
CC CUPLA 50MM DURATOP;889,06;1085;JUNTA ELASTICA, NEGRO
CC RED CUPLA DE REDUCC. M-H 110-63MM DURATOP;1713,54;2091;JUNTA ELASTICA, NEGRO
CC RED CUPLA DE REDUCC. M-H 160-110MM DURATOP;10436,95;12734;JUNTA ELASTICA, NEGRO
CC RED CUPLA DE REDUCC. M-H 50-40MM DURATOP;623;761;JUNTA ELASTICA, NEGRO
CC RED CUPLA DE REDUCC. M-H 63-50MM DURATOP;861,65;1052;JUNTA ELASTICA, NEGRO
CC RED REDUCTOR ANULAR 63-50 DURATOP;944,86;1153;JUNTA ELASTICA, NEGRO
CC RED REDUCTOR EXCENTRICO 110 X 63MM DURATOP;2114,84;2581;JUNTA ELASTICA, NEGRO
CC RED REDUCTOR EXCENTRICO 63 X 50MM DURATOP;961,67;1174;JUNTA ELASTICA, NEGRO
CC RED REDUCTOR EXCENTRICO ANULAR 110-63 DURATOP;1571,86;1918;JUNTA ELASTICA, NEGRO
CC RED REDUCTOR EXCENTRICO ANULAR 50-40 DURATOP;934,6;1141;JUNTA ELASTICA, NEGRO
CC RED REDUCTOR EXCENTRICO ANULAR 63-40 DURATOP;1037,22;1266;JUNTA ELASTICA, NEGRO
CCAHH CODO A 45º H-H 50MM DURATOP;943,49;1152;JUNTA ELASTICA, NEGRO
CCAMH CODO A 45º M-H 160MM DURATOP;11668,92;14237;JUNTA ELASTICA, NEGRO
CCAMH CODO A 45º M-H 50MM DURATOP;764,83;934;JUNTA ELASTICA, NEGRO
CCC CAÑO CAMARA 110 MM DURATOP;9986,27;12184;JUNTA ELASTICA, NEGRO
CCC CAÑO CAMARA 160 MM DURATOP;14390,63;17557;JUNTA ELASTICA, NEGRO
CCC CAÑO CAMARA X 160 MM;22396,79;27325;JUNTA ELASTICA, NEGRO
CCUHH CODO A 90º H-H 63MM DURATOP;1250,12;1526;JUNTA ELASTICA, NEGRO
CCUHH CODO CORTO H-H 40MM DURATOP;690,86;843;JUNTA ELASTICA, NEGRO
CCUHH CODO CORTO H-H 50MM DURATOP;1083,54;1322;JUNTA ELASTICA, NEGRO
CCUMH CODO A 90º 110 X 63MM C/2 AC. DURATOP;4957,21;6048;JUNTA ELASTICA, NEGRO
CCUMH CODO A 90º 110X63MM C/ACOM.DERECHA DURATOP;4556,63;5560;JUNTA ELASTICA, NEGRO
CCUMH CODO A 90º 110X63MM C/ACOM.IZQUIER.STD DUR;4556,63;5560;JUNTA ELASTICA, NEGRO
CCUMH CODO A 90º M-H 110MM C/BASE DURATOP;2965,74;3619;JUNTA ELASTICA, NEGRO
CCUMH CODO A 90º M-H 110MM DURATOP;2247,18;2742;JUNTA ELASTICA, NEGRO
CCUMH CODO A 90º M-H 160MM DURATOP;16208,03;19774;JUNTA ELASTICA, NEGRO
CCUMH CODO A 90º M-H 50MM DURATOP;764,83;934;JUNTA ELASTICA, NEGRO
CCUMH CODO A 90º M-H 63MM DURATOP;1155,94;1411;JUNTA ELASTICA, NEGRO
CCUMH CODO C/3 ACOMETIDAS 110-63 DURATOP;4438,56;5416;JUNTA ELASTICA, NEGRO
CCUMH CODO POLIANGULAR 40 MM DURATOP;1287,96;1572;JUNTA ELASTICA, NEGRO
CCUMH CODO POLIANGULAR 63MM DURATOP;3308,64;4037;JUNTA ELASTICA, NEGRO
CM ADAPTADOR P/VALVULA INODORO DURATOP;1454,95;1776;JUNTA ELASTICA, NEGRO
CM MANGUITO DE REPARACION 110MM DURATOP;2155,98;2631;JUNTA ELASTICA, NEGRO
CM MANGUITO DE REPARACION 160MM DURATOP;9077,49;11075;JUNTA ELASTICA, NEGRO
CM MANGUITO DE REPARACION 40MM DURATOP;760,19;928;JUNTA ELASTICA, NEGRO
CM MANGUITO DE REPARACION 50MM DURATOP;836,53;1021;JUNTA ELASTICA, NEGRO
CM MANGUITO DE REPARACION 63MM DURATOP;1109,32;1354;JUNTA ELASTICA, NEGRO
COLECTOR H 105X0.5M REJA METALICA DURATOP;26330,32;32123;JUNTA ELASTICA, NEGRO
COLECTOR H 105X0.5M REJA PLASTICA DURATOP;22807,18;27825;JUNTA ELASTICA, NEGRO
CONECTOR LATERAL H 105 DE R. 110 DURATOP;5153,28;6288;JUNTA ELASTICA, NEGRO
CONECTOR LATERAL H 105 IZQ. 110 DURATOP;5153,28;6288;JUNTA ELASTICA, NEGRO
CONECTOR VERTICAL 110 DURATOP;3679,06;4489;JUNTA ELASTICA, NEGRO
CPB RECEPTACULO HORIZONTAL BAJO 110-40 STD DURATOP;2155,92;2631;JUNTA ELASTICA, NEGRO
CPB RECEPTACULO HORIZONTAL BAJO 110-63 STD DURATOP;2104,88;2568;JUNTA ELASTICA, NEGRO
CPB RECEPTACULO HORIZONTAL BAJO 63-40 STD DURATOP;1407,88;1718;JUNTA ELASTICA, NEGRO
CPP BAJO PILETA MODELO 110MM C/SIFON DURATOP;5909,77;7210;JUNTA ELASTICA, NEGRO
CPP PILETA DE PATIO 160-110 C/3 ENTR. 110 NUEVO!!;13884,8;16940;JUNTA ELASTICA, NEGRO
CPP PILETA PATIO 125 MM C/5ENTR.40MM DURATOP -125;6129,89;7479;JUNTA ELASTICA, NEGRO
CPP PORTA PILETA SUSPENDIDA 110 MM DURATOP;5497,5;6707;JUNTA ELASTICA, NEGRO
CPP SOBRE PILETA DE PATIO C/SAL. C/5 ENTR. 40 MM D;6858,8;8368;JUNTA ELASTICA, NEGRO
CRAHH RAMAL SIMPLE A 45º 40 HH DURATOP;1484,07;1811;JUNTA ELASTICA, NEGRO
CRAHH RAMAL SIMPLE A 45º 50 HH DURATOP;2028,97;2476;JUNTA ELASTICA, NEGRO
CRAMB BIFURCACION EN Y 110 MM DURATOP;4670,75;5699;JUNTA ELASTICA, NEGRO
CRAMH RAMAL SIMPLE A 45º 110 X 50MM DURATOP;3256,9;3974;JUNTA ELASTICA, NEGRO
CRAMH RAMAL SIMPLE A 45º 160 X 110MM DURATOP;14463,37;17646;JUNTA ELASTICA, NEGRO
CRAMH RAMAL SIMPLE A 45º 160 X 160MM DURATOP;18436,64;22493;JUNTA ELASTICA, NEGRO
CRAMH RAMAL SIMPLE A 45º 40 X 40MM DURATOP;1557,05;1900;JUNTA ELASTICA, NEGRO
CRAMH RAMAL SIMPLE A 45º 50 X 50MM DURATOP;1951,54;2381;JUNTA ELASTICA, NEGRO
CRAMH RAMAL SIMPLE A 45º 63 X 50MM DURATOP;2236,51;2729;JUNTA ELASTICA, NEGRO
CRAMH RAMAL SIMPLE A 45º 63 X 63MM DURATOP;2465,37;3008;JUNTA ELASTICA, NEGRO
CRIA RAMAL INVERTIDO 110 X 50 DURATOP;4304,25;5252;JUNTA ELASTICA, NEGRO
CRIA RAMAL INVERTIDO 63 X 50 DURATOP;2391,25;2918;JUNTA ELASTICA, NEGRO
CRUHH RAMAL SIMPLE A 90º H-H 40-40MM DURATOP;1342,79;1639;JUNTA ELASTICA, NEGRO
CRUHH RAMAL SIMPLE A 90º H-H 50-50MM DURATOP;1715,34;2093;JUNTA ELASTICA, NEGRO
CRUMH RAMAL SIMPLE 160 X 110 C/VENT. DURATOP;20208,8;24655;JUNTA ELASTICA, NEGRO
CRUMH RAMAL SIMPLE 90º 110X110MM C/VENT DURATOP;5847,36;7134;JUNTA ELASTICA, NEGRO
CRUMH RAMAL SIMPLE A 90º 110-110MM DURATOP;3685,18;4496;JUNTA ELASTICA, NEGRO
CRUMH RAMAL SIMPLE A 90º 110-63MM DURATOP;3254,83;3971;JUNTA ELASTICA, NEGRO
CRUMH RAMAL SIMPLE A 90º 110X63MM C/VENT DURATOP;6312,63;7702;JUNTA ELASTICA, NEGRO
CRUMH RAMAL SIMPLE A 90º 160-110MM DURATOP;15339,39;18715;JUNTA ELASTICA, NEGRO
CRUMH RAMAL SIMPLE A 90º 160-160MM DURATOP;19823,44;24185;JUNTA ELASTICA, NEGRO
CRUMH RAMAL SIMPLE A 90º 40-40MM DURATOP;1759,77;2147;JUNTA ELASTICA, NEGRO
CRUMH RAMAL SIMPLE A 90º 50-50MM DURATOP;1903,26;2322;JUNTA ELASTICA, NEGRO
CRUMH RAMAL SIMPLE A 90º 63-63MM DURATOP;2173,74;2652;JUNTA ELASTICA, NEGRO
CRZ RAMAL DOBLE A 180º 110X110MM C/VENT. DURATOP;16628,15;20287;JUNTA ELASTICA, NEGRO
CRZ RAMAL DOBLE ESQUINERO A 90º 110 MM DURATOP;11770,04;14360;JUNTA ELASTICA, NEGRO
CS SIFON DE PARED P/ LAVARROPAS DURATOP;5286,32;6450;JUNTA ELASTICA, NEGRO
CS SIFON PILETA DE PATIO 110 MM DURATOP;1773,88;2165;JUNTA ELASTICA, NEGRO
CS SIFON PILETA DE PATIO DURATOP;1512,54;1846;JUNTA ELASTICA, NEGRO
CTH TAPA CANO CAMARA OVAL DURATOP;3041,77;3711;JUNTA ELASTICA, NEGRO
CTM TAPON 110MM DURATOP;1563,82;1908;JUNTA ELASTICA, NEGRO
CTM TAPON 160MM DURATOP;6114,1;7460;JUNTA ELASTICA, NEGRO
CTM TAPON 40MM DURATOP;395,26;483;JUNTA ELASTICA, NEGRO
CTM TAPON 50MM DURATOP;491,77;600;JUNTA ELASTICA, NEGRO
CTM TAPON 63MM DURATOP;601,3;734;JUNTA ELASTICA, NEGRO
CTM TAPON BOCA DE ACCESO HOR/VERT DURATOP;2816,61;3437;JUNTA ELASTICA, NEGRO
CTM TAPON EMPALME DE ACC HOR/VERT 125 MM DURATOP;2100,97;2564;JUNTA ELASTICA, NEGRO
CTM TAPON EMPALME DE ACC HOR/VERT. 110 DURATOP;2213,83;2701;JUNTA ELASTICA, NEGRO
CTM TAPON P/ PASANTE 160MM;1690,13;2062;JUNTA ELASTICA, NEGRO
CTM TAPON P/ PASANTE MH 110MM;1250,41;1526;JUNTA ELASTICA, NEGRO
CTM TAPON P/ALARGUE DE PILETA PATIO DURATOP;2465,04;3008;JUNTA ELASTICA, NEGRO
DURA PROLONGACION PILETA DE PATIO 125 X 300MM DURA;3828,19;4671;JUNTA ELASTICA, NEGRO
DURA PROLONGADOR BOCA DE ACC 160X300MM DURATOP;7494,83;9144;JUNTA ELASTICA, NEGRO
GRAMPA PLASTICA A CREMALLERA 110 C/GOMA DURATOP;3402,68;4152;GRAMPAS, CLOACA
GRAMPA PLASTICA A CREMALLERA 110 DURATOP;2171,05;2649;GRAMPAS, CLOACA
GRAMPA PLASTICA A CREMALLERA 160 C/GOMA DURATOP;4560,71;5565;GRAMPAS, CLOACA
GRAMPA PLASTICA A CREMALLERA 160 DURATOP;2849,39;3477;GRAMPAS, CLOACA
GRAMPA PLASTICA A CREMALLERA 40 C/GOMA DURATOP;1637,48;1998;GRAMPAS, CLOACA
GRAMPA PLASTICA A CREMALLERA 40 DURATOP;1208,52;1475;GRAMPAS, CLOACA
GRAMPA PLASTICA A CREMALLERA 50 C/GOMA DURATOP;2101,14;2564;GRAMPAS, CLOACA
GRAMPA PLASTICA A CREMALLERA 50/58 DURATOP;1253,37;1530;GRAMPAS, CLOACA
GRAMPA PLASTICA A CREMALLERA 58-63 C/GOMA DURATOP;2382,37;2907;GRAMPAS, CLOACA
GRAMPA PLASTICA A CREMALLERA 63 DURATOP;1702,17;2077;GRAMPAS, CLOACA
GRAMPA PLASTICA A CREMALLERA 75-78 C/GOMA DURATOP;3441,47;4199;GRAMPAS, CLOACA
GRAMPA PLASTICA A CREMALLERA 75/78 DURATOP;1999,07;2439;GRAMPAS, CLOACA
GRAMPA PLASTICA A CREMALLERA 90 C/GOMA DURATOP;3592,27;4383;GRAMPAS, CLOACA
GRAMPA PLASTICA A CREMALLERA 90 DURATOP;2023,73;2469;GRAMPAS, CLOACA
GRAMPA PLASTICA AJUSTABLE 16 DURATOP;277,06;339;GRAMPAS, CLOACA
GRAMPA PLASTICA AJUSTABLE 20 DURATOP;328,85;402;GRAMPAS, CLOACA
GRAMPA PLASTICA AJUSTABLE 25 DURATOP;419,27;512;GRAMPAS, CLOACA
GRAMPA PLASTICA AJUSTABLE 32 DURATOP;569,78;696;GRAMPAS, CLOACA
GRAMPA PLASTICA AJUSTABLE 40 DURATOP;1011,78;1235;GRAMPAS, CLOACA
GUARNICION DOBLE LABIO 110MM DURATOP;440,69;538;GUARNICIONES
GUARNICION DOBLE LABIO 160MM DURATOP;874,55;1067;GUARNICIONES
GUARNICION DOBLE LABIO 40MM DURATOP;244,17;298;GUARNICIONES
GUARNICION DOBLE LABIO 50MM DURATOP;285,66;349;GUARNICIONES
GUARNICION DOBLE LABIO 63MM DURATOP;334,85;409;GUARNICIONES
KIT DUAL 550 SAL. 40 HORIZONTAL;33765,12;41194;KITS
KIT FIJACION 40-63 PARA PERFIL STD DURATOP;765,55;934;KITS
KIT FIJACION 75-160 PARA PERFIL STD DURATOP;806,03;984;KITS
KIT REJA FUNDICION 20X20 - 160 MM XRS;27240,69;33234;KITS
KIT REJA PLASTICA 20X20 - 160 MM XRS;19865,18;24236;KITS
KIT REJILLA 12X12 P/PASANTE 110 MM;6673,39;8142;KITS
