Descripcion;Precio Contado;Precio Tarjeta;SEGMENTO
FERRUM MAYO BIDET T 1 AG BMF1B****NO VIENE MAS;62856,46;76685;BIDET
FERRUM MAYO INODORO CORTO IMFB;110293,62;134559;INODORO COLGAR
FERRUM MAYO INODORO LARGO IMLB;125988,62;153707;INODORO APOYAR
FERRUM MILENA BIDET T MILENA 1 AGUJERO BDF1JB;908999,04;1108979;BIDET
FERRUM MILENA BIDET T MILENA 3 AGUJERO BDF3JB;908999,04;1108979;BIDET
FERRUM MILENA DEPOSITO MILENA DESC DUAL DDW4FB;927747,39;1131852;DEPOSITO MOCHILA INODORO
FERRUM MILENA INODORO CORTO MILENA IDCMJB;1076092,74;1312834;INODORO COLGAR
FERRUM MILENA INODORO LARGO MILENA IDLQJB;1022288,1;1247192;INODORO APOYAR
FERRUM MILOS BACHA OVAL 68X38 L321KB;279830,79;341394;LAVATORIO
FERRUM MILOS BACHA OVAL LK385B***VTA SUSP;132571,04;161737;LAVATORIO
FERRUM MILOS BACHA RECTANGULAR FINA LK108B;428276,41;522498;LAVATORIO
FERRUM MURANO BIDET T 1 AG BUR1JB;380145,41;463778;BIDET
FERRUM MURANO BIDET T 3 AG BUR3JB;590082,48;719901;BIDET
FERRUM MURANO COLUMNA CURJB;179638,79;219160;PIE LAVATORIO
FERRUM MURANO DEPOSITO DESC DUAL DUWXFB;640108,81;780933;DEPOSITO MOCHILA INODORO
FERRUM MURANO LAVADERO1 AGUJERO LUR1JB;688690,9;840203;LAVATORIO
FERRUM MURANO LAVADERO3 AG LUR3JB;508648,32;620551;LAVATORIO
FERRUM PERSIS BACHA CHICA L17KFCE;141561,67;172706;LAVATORIO
FERRUM PERSIS BACHA CHICA L17KFGR;141561,67;172706;LAVATORIO
FERRUM PERSIS BACHA CHICA L17KFN;141561,67;172706;LAVATORIO
FERRUM PERSIS BACHA CHICA L17KFOA;141561,67;172706;LAVATORIO
FERRUM PERSIS BACHA CHICA L17KFT***;136116,99;166063;LAVATORIO
FERRUM PERSIS BACHA CHICA L17KFUV;141561,67;172706;LAVATORIO
FERRUM PERSIS BACHA LWPFAM;293310,82;357840;LAVATORIO
FERRUM PERSIS BACHA LWPFCE;293310,82;357840;LAVATORIO
FERRUM PERSIS BACHA LWPFGR;293310,82;357840;LAVATORIO
FERRUM PERSIS BACHA LWPFUV;293310,82;357840;LAVATORIO
KIT BACHA CON MUEB DE COLGAR 37X35 - PERSIS;298346,43;363983;LAVATORIO
FERRUM QUBIQ LAV 0 AG D/OC LWR0FB;683325,48;833658;LAVATORIO
FERRUM QUBIQ LAV 1 AG D/OC LWR1FB;683325,48;833658;LAVATORIO
FERRUM QUBIQ LAV 3 AG D/OC LWR3FB;683325,48;833658;LAVATORIO
FERRUM RONDELLE LAVADERO 1 AGUJERO LRN1FB;1578366,46;1925608;LAVATORIO
FERRUM RONDELLE LAVADERO 3 AGUJEROS LRN3FB;1578366,46;1925608;LAVATORIO
FERRUM SYMI BACHA CUADRA BAJO MESADA LFNFB;278599,68;339892;LAVATORIO
FERRUM SYMI BACHA SYMI CUADRA BAJO MESADA L334BB;292081,19;356340;LAVATORIO
FERRUM SYMI LAVADEROSYMI 0 AG S/R LJS0FB;96526,43;117763;LAVATORIO
FERRUM SYMI LAVADEROSYMI 1 AG S/R LJS1FB;96526,43;117763;LAVATORIO
FERRUM SYMI LAVADEROSYMI 3 AG S/R LJS3FB;96526,43;117763;LAVATORIO
FERRUM TORI BACHA CUADRA 40CM L025KB;186713,2;227791;LAVATORIO
FERRUM TORI BACHA CUADRA AMP 43 3 AG L250KB;188018,56;229383;LAVATORIO
FERRUM TORI BACHA CUADRA C 27X31 1A L320KB;175537,5;214156;LAVATORIO
FERRUM TORI BACHA CUADRA GRANDE L323KB;251449,96;306769;LAVATORIO
FERRUM TORI BACHA RED D 38CM L327KB;97215,8;118604;LAVATORIO
FERRUM TORI BACHA REDONDA BAJA 36CM L329KB***;165199,46;201544;LAVATORIO
FERRUM TORI BACHA REDONDA D40 1 AG L326KB;100994,69;123214;LAVATORIO
FERRUM TORI BACHA VASIJA MINI LK933B;193435,4;235992;LAVATORIO
FERRUM TORI BACHA VASIJA REDONDA Ø 38CM L242KMA;111298,57;135785;LAVATORIO
FERRUM TORI BACHA VASIJA REDONDA Ø 38CM L242KMN;190021,94;231827;LAVATORIO
FERRUM TORI BACHA VASIJA REDONDA Ø 38CM L242KMR;190021,94;231827;LAVATORIO
FERRUM TORI BACHA VASIJA REDONDA Ø 38CM L242KMV;190021,94;231827;LAVATORIO
FERRUM TORI LAVADEROARMONICA OVAL SOBRE MESADA 1 A;261697,22;319271;LAVATORIO
FERRUM TORI LAVADEROMURAL DE APOY LKC16B;212771,23;259581;LAVATORIO
FERRUM TORI LAVADEROP/TOILETTE L15KFB;406744,95;496229;LAVATORIO
FERRUM TORI LAVADEROTOILETTE GDE BAJO 1 AG L322KB;235729,95;287591;LAVATORIO
FERRUM TORI LAVADEROTOILETTE GRANDE 1 AG LK302B;195208,42;238155;LAVATORIO
FERRUM TRAFUL DEPOSITO DE COLG ELEVADO 6-9 Lts D90;35719,56;43578;DEPOSITO MOCHILA 
FERRUM TRAFUL P LAVADERO 26 LITROS PP LP010B;73156,26;89251;LAVATORIO
FERRUM TRAFUL P LAVADERO 26 LITROS PP LP010N;91748,28;111933;LAVATORIO
FERRUM TRAFUL P LAVADERO 26 LITROS PP LP010R;91748,28;111933;LAVATORIO
FERRUM TRAFUL P LAVADERO POLIP 15L LP015C;49387,13;60253;LAVATORIO
FERRUM TRAFUL P LAVADERO POLIP 15L LP015G;49387,13;60253;LAVATORIO
FERRUM TRAFUL P LAVADERO POLIP 15L LP015N;49387,13;60253;LAVATORIO
FERRUM TRAFUL P LAVADERO POLIP 15L LP015R;49387,13;60253;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 15L LP015B;20608,37;25143;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 20L LP020B;25897,04;31595;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 20L LP020C;64653,48;78878;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 20L LP020G;64653,48;78878;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 20L LP020N;64653,48;78878;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 20L LP020R;64653,48;78878;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 24L LP024B;31011,62;37835;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 24L LP024C;80979,76;98796;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 24L LP024G;80979,76;98796;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 24L LP024N;80979,76;98796;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 24L LP024R;80979,76;98796;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 36X28 4L LP040;21430,91;26146;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 36X36 3L LP030;26102,4;31845;LAVATORIO
FERRUM TRAFUL PILETA LAVADERO PP 50X40 9L LP050;50880,16;62074;LAVATORIO
FERRUM TRENTO BIDET T 1 AG BEL1JB;459421,3;560494;BIDET
FERRUM TRENTO BIDET T 3 AG BEL3JB;459421,3;560494;BIDET
FERRUM TRENTO DEP DESC DUAL 6 Lts DE W6FB;395901,44;483000;DEPOSITO MOCHILA 
FERRUM TRENTO INODORO CORTO IECMJB;564462,5;688645;INODORO
FERRUM TRENTO INODORO LARGO 6 Lts IELMJB;564462,5;688645;INODORO
FERRUM TRENTO LAVADERO3 AG LEL3JB;423189,41;516292;LAVATORIO
FERRUM VARESE BIDET T 1 AGUJERO BJA1JB;342540,24;417900;BIDET
FERRUM VARESE BIDET T 3 AGUJEROS BJA3JB;342540,24;417900;BIDET
FERRUM VARESE DEPOSITO DESCARGA DUAL 6L DJW6FB;295127,61;360056;DEPOSITO MOCHILA 
FERRUM VARESE INODORO CORTO IJCMJB;384807,84;469466;INODORO
FERRUM VARESE INODORO LARGO IJLMJB;384807,84;469466;INODORO
FERRUM VENECIA LAVADERO48CM 1A L4V1JB;67444;82282;LAVATORIO
FERRUM VENECIA LAVADERO48CM 3A L4V3JB;67444;82282;LAVATORIO
FERRUM VENECIA LAVADERO64CM 1A L6V1JB;70438,75;85936;LAVATORIO
FERRUM VENECIA LAVADERO64CM 3A L6V3JB;70980,58;86597;LAVATORIO
FERRUM VENETO BIDET T 1 AG BTA1JB;207972,92;253727;BIDET
FERRUM VENETO BIDET T 3 AG BTA3JB;207972,92;253727;BIDET
FERRUM VENETO DEPOSITO DUAL 6L DTW6FB;220225,32;268675;DEPOSITO MOCHILA 
FERRUM VENETO INODORO CTO VENETO ITCMJB;303538,76;370318;INODORO
FERRUM VENETO INODORO LGO VENETO ITLMJB;303538,76;370318;INODORO
FERRUM TEMPLE BIDET T 1 AGUJERO BBA1XB;1251458,76;1526780;BIDET
FERRUM TEMPLE BIDET T 3 AGUJERO BBA3XB;1251458,76;1526780;BIDET
FERRUM TEMPLE DEPOSITO 4.5 Lts DBW4XB;1078440,24;1315698;DEPOSITO MOCHILA 
FERRUM TEMPLE DEPOSITO DESC DUAL 4.5 Lts DBW4TB;1515734,84;1849197;DEPOSITO MOCHILA 
FERRUM TEMPLE INODORO CORTO IBCQXB;1537557,54;1875821;INODORO
FERRUM TEMPLE INODORO LARGO IBLQXB;1537557,54;1875821;INODORO
FERRUM CITERA BACHA - LWZFT*********;335824,09;409706;LAVATORIO
FERRUM ATUEL 14 BAÑERA 140 BA14B;328341,43;400577;BAÑADERA
FERRUM ATUEL 15 BAÑERA 150 BA15B;361175,57;440635;BAÑADERA
FERRUM BAÑERA 160 BA16B;388263,73;473682;BAÑADERA
FERRUM BAÑERA 170 BA17B;427090,11;521050;BAÑADERA
FERRUM BAÑERA AZTECA BZ001B;867855,27;1058784;BAÑADERA
FERRUM BAÑERA BALI BK001B;1135462,73;1385265;BAÑADERA
FERRUM BAÑERA CARILO 17 BB001B;591593,25;721744;BAÑADERA
FERRUM BAÑERA CARILO 18 BO001B;835194,85;1018938;BAÑADERA
FERRUM BAÑERA NIZA 12 BN12B;383550,58;467932;BAÑADERA
FERRUM BAÑERA NIZA 14 BN14B;411288,39;501772;BAÑADERA
FERRUM BAÑERA NIZA 15 BN15B;441667,63;538835;BAÑADERA
FERRUM BAÑERA NIZA 16 BN16B;495544,47;604565;BAÑADERA
FERRUM BAÑERA NIZA 17 BN17B;574373,03;700736;BAÑADERA
FERRUM BAÑERA NIZA 18 BN18B;647464,33;789907;BAÑADERA
FERRUM BAÑERA NIZA 18XL BN18XB;1500380,72;1830465;BAÑADERA
FERRUM HIDRO ATLANTIS-SIST DIGITAL SPA 8 JETS MOTO;1997163,25;2436540;HIDROMASAJE
FERRUM KHIOS BAÑERA RHONDA BL001B;1997163,25;2436540;BAÑADERA
FERRUM SERENA BAÑERA SERENA 140 BF140B;274704,98;335141;BAÑADERA
FERRUM SERENA BAÑERA SERENA 150 BF150B;289163,15;352780;BAÑADERA
FERRUM SERENA BAÑERA SERENA 160 BF160B;318085,13;388064;BAÑADERA
FERRUM SERENA BAÑERA SERENA 170 BF170B;330810,1;403589;BAÑADERA
FERRUM KHIOS BAÑERA ELIPSE 17 BL008BN;1210921,43;1477325;BAÑADERA
FERRUM KHIOS BAÑERA ISLA CLASICA 159X70 BL004B;180269,5;219929;BAÑADERA
FERRUM KHIOS BAÑERA ISLA CUADRA 16 BL007B;1210921,43;1477325;BAÑADERA
FERRUM KHIOS BAÑERA ISLA OVAL 1580X700 BL003B;4650024,86;5673031;BAÑADERA
FERRUM KHIOS BAÑERA ISLA OVAL SOLIDO 180X86 BL005B;188096,72;229478;BAÑADERA
FERRUM KHIOS BAÑERA MURAL 170X80 BL011B;1564165,43;1908282;BAÑADERA
FERRUM KHIOS BAÑERA RADIAL 150X78 BL010B;617687,64;753579;BAÑADERA
FERRUM KHIOS BAÑERA VINTAGE 180X80 BL009B;2941165,83;3588223;BAÑADERA
FERRUM KHIOS BOX CUADRADO 80X80 NB8CZC;1560371,52;1903654;DUCHA MAMPARA
FERRUM KHIOS BOX ESQUINERO 90X90 V- TRANSP-PERFIL;1560371,52;1903654;DUCHA MAMPARA
FERRUM KHIOS BOX ESQUINERO 90X90 VIDRIO TRANSP-PER;1560371,52;1903654;DUCHA MAMPARA
FERRUM KHIOS BOX VITROFER 70X70 NB7CEC;1134660,21;1384286;DUCHA MAMPARA
FERRUM KHIOS BOX VITROFER 80 SEMICIRC NB8QEC;1185930,88;1446836;DUCHA MAMPARA
FERRUM KHIOS BOX VITROFER 80X80 NB8CEC;1164610,06;1420825;DUCHA MAMPARA
FERRUM KHIOS BOX VITROFER 90 SEMICIRC NB9QEC;1230316,36;1500986;DUCHA MAMPARA
FERRUM KHIOS BOX VITROFER 90X90 NB9CEC;1312389,14;1601115;DUCHA MAMPARA
FERRUM ACC.CLAS JAB.DOBLE C/AGARRADERA ABS5CB;49156,7;59972;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS JAB.GRANDE C/AGARRAD X UNID ABS3CB;113597,28;138589;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS JABONERA CHICA ABS1UB;34603,16;42216;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS JABONERA CHICA X UNID. ABZ1CB;85795,92;104672;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS JABONERA GRANDE ABS2CB;132555,8;161719;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS JABONERA GRANDE X UN. ABS2UB;57161,49;69738;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS PERCHA SIMPLE X UNID. APS3UB;30728,41;37489;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS PORTARROLLO X UN. ALS1UB;26338,12;32133;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS PORTARROLLO X UNID. ALS1CB;286483,01;349510;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS PORTATOALLA X UN. ATS1UB;9043,42;11033;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS PORTAVASO/CEPILLO X UNID AVS2UB;17782,95;21696;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS PORTAVASO/CEPILLO X UNIDAD AVS2CB;84000,95;102482;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS TOALLERO INTEGRAL X UNID ATS8CB;129104,66;157508;KIT ACCESORIO BAÑO
FERRUM ACC.CLAS TOALLERO INTEGRAL X UNID ATS8UB;25780,26;31452;KIT ACCESORIO BAÑO
FERRUM ACC.FIX JABONERA CHICA X UNID. ABF1CB***;162492,14;198241;KIT ACCESORIO BAÑO
FERRUM ACC.FIX JABONERA CON AGARRADERA ABF3EB;215009,67;262312;KIT ACCESORIO BAÑO
FERRUM ACC.FIX JABONERA GRANDE ABF2CB***;15456,29;18857;KIT ACCESORIO BAÑO
FERRUM ACC.FIX PERCHA SIMPLE X UNID APF3CB***;5173,34;6312;KIT ACCESORIO BAÑO
FERRUM ACC.FIX PERCHA SIMPLE X UNID APF3SB;31157,92;38013;KIT ACCESORIO BAÑO
FERRUM ACC.FIX PORTAVASO/CEPILLO X UNID AVF2CB**;169017,21;206201;KIT ACCESORIO BAÑO
FERRUM ACC.FIX TOALLERO INTEGRAL X UNI ATH8CB***;39731,75;48473;KIT ACCESORIO BAÑO
FERRUM ACC.MARINA JABONERA CHICA ABR1UB;35617,08;43453;KIT ACCESORIO BAÑO
FERRUM ACC.MARINA JABONERA CON AGARRADERA ABR3UB;46941,93;57270;KIT ACCESORIO BAÑO
FERRUM ACC.MARINA PERCHA SIMPLE APR3UB;31940,06;38967;KIT ACCESORIO BAÑO
FERRUM ACC.MARINA PORTA ROLLO ALR1UB;78630,29;95929;KIT ACCESORIO BAÑO
FERRUM ACC.MARINA PORTA VASO Y CEPILLO AVR2UB;39552,82;48255;KIT ACCESORIO BAÑO
FERRUM ACC.MARINA TOALLERO INTEGRAL ATR8UB;47291,44;57696;KIT ACCESORIO BAÑO
FERRUM ACC.MARINA VASO AVRVUB;18664,91;22772;KIT ACCESORIO BAÑO
FERRUM JABONERA CHICA X UN. ABE1SB;20201,47;24646;KIT ACCESORIO BAÑO
FERRUM JABONERA CHICA X UNID ABE1EB;12639,34;15420;KIT ACCESORIO BAÑO
FERRUM JABONERA GRANDE ABE2EB;90596,18;110528;KIT ACCESORIO BAÑO
FERRUM JABONERA GRANDE X UN. ABE2SB;25167,95;30705;KIT ACCESORIO BAÑO
FERRUM PERCHA DOBLE X UN. APE4SB;18330,63;22364;KIT ACCESORIO BAÑO
FERRUM PERCHA DOBLE X UNID. APE4EB;90302,56;110170;KIT ACCESORIO BAÑO
FERRUM PERCHA SIMPLE X UNID APE3EB;83398,13;101746;KIT ACCESORIO BAÑO
FERRUM PERCHA SIMPLE X UNIDAD APE3SB;16107,5;19652;KIT ACCESORIO BAÑO
FERRUM PORTARROLLO X UNID. - ALF1CB********;6918,4;8441;KIT ACCESORIO BAÑO
FERRUM PORTARROLLO X UNID. ALE1EB;17855,98;21785;KIT ACCESORIO BAÑO
FERRUM PORTAVASO/CEPILLO X UN. AVE2SB;24782,05;30235;KIT ACCESORIO BAÑO
FERRUM PORTAVASO/CEPILLO X UNIDAD AVE2EB;77475,3;94520;KIT ACCESORIO BAÑO
FERRUM TOALLERO INTEGRAL ATE8EB;99430,08;121305;KIT ACCESORIO BAÑO
PERCHA UNIVERSAL PARA MAMPARA - KHI-PE-001-CR;50335,64;61410;KIT ACCESORIO BAÑO
FERRUM PIL COCINA 80X50 PCARB;2647962,27;3230514;KIT ACCESORIO BAÑO
FERRUM ACC FIJACION INOD COLG X UN. VPIAC;73566,2;89751;KIT ACCESORIO BAÑO
FERRUM ACC FIJACION INOD COLG X UN. VPIAC01;29584,52;36094;KIT ACCESORIO BAÑO
FERRUM ACCESORIOS BIDET T SOLARIS X UN. VPBAC;16305,3;19893;KIT ACCESORIO BAÑO
FERRUM CAÑO DESC INODORO COLG X UN. VFIAC;52233,84;63726;KIT ACCESORIO BAÑO
FERRUM CAÑO ENTRADA INOD COLG X UN. VCIAC;19295,33;23541;KIT ACCESORIO BAÑO
FERRUM FIJ LAV /RONDE LLE X UN. VPSRM;207250,62;252846;KIT ACCESORIO BAÑO
FERRUM FIJ LAVADEROX UN. VPSMI;17400,52;21229;KIT ACCESORIO BAÑO
FERRUM GRAMPA PARVAO CHICA X 50 UN. VPGRL5;630381,35;769066;KIT ACCESORIO BAÑO
FERRUM GRAMPA PARVAO GRANDE X 50 UN. VPGRL1;630381,35;769066;KIT ACCESORIO BAÑO
FERRUM SOPORTE BIDET T / INODORO DE COLG X UN. VPS;253559,66;309343;KIT ACCESORIO BAÑO
FERRUM SOPORTE FIJO LAVADEROESPACIO X UN. VPSES;128815,47;157155;KIT ACCESORIO BAÑO
FERRUM SOPORTE LAVADERO80-90 X UN. VPSAV;206923,6;252447;KIT ACCESORIO BAÑO
FERRUM SOPORTE LAVADEROTINOS X UN. VPSTI;201830,49;246234;KIT ACCESORIO BAÑO
FERRUM SOPORTE PILETA W210F-W211F X UN. VPLR;141566,97;172712;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO CURVO 40CM Ø36MM VPFC4B;62494,93;76244;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO CURVO 40CM Ø36MM VPFC4N;62494,93;76244;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO CURVO 40CM Ø36MM VPFC4R;62494,93;76244;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 120CM Ø36MM VPFR2;69142,1;84354;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 30CM Ø36MM VPFR3B;35340,09;43115;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 30CM Ø36MM VPFR3N;35340,09;43115;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 30CM Ø36MM VPFR3R;35340,09;43115;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 40CM Ø36MM VPFR4B;39105,88;47710;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 40CM Ø36MM VPFR4N;39105,88;47710;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 40CM Ø36MM VPFR4R;39105,88;47710;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 50CM Ø36MM VPFR5B;44179,5;53899;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 50CM Ø36MM VPFR5N;44179,5;53899;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 50CM Ø36MM VPFR5R;44179,5;53899;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 60CM Ø36MM VPFR6B;51604,74;62958;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 60CM Ø36MM VPFR6N;51604,74;62958;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 60CM Ø36MM VPFR6R;51604,74;62958;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 80CM Ø36MM VPFR8B;66278,22;80860;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 80CM Ø36MM VPFR8N;66278,22;80860;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO RECTO 80CM Ø36MM VPFR8R;66278,22;80860;KIT ACCESORIO BAÑO
FERRUM TRAFUL BARRAL FIJO TIPO °L° 70CM Ø36MM VPF;95660,36;116706;KIT ACCESORIO BAÑO
FERRUM CADRIA ESPEJO 60X75 XEXAW7;453201,83;552907;KIT ACCESORIO BAÑO
FERRUM CADRIA ESPEJO 60X75 XEXAW9;453201,83;552907;KIT ACCESORIO BAÑO
FERRUM CADRIA ESTANTERIA ALTA DE COLG XAXBW7;738790,59;901325;KIT ACCESORIO BAÑO
FERRUM CADRIA ESTANTERIA ALTA DE COLG XAXBW9;738790,59;901325;KIT ACCESORIO BAÑO
FERRUM FONTANA ESPEJO XEFAW3;420342,88;512819;KIT ACCESORIO BAÑO
FERRUM MARINA BOTIQUIN XBHAW3;1367370,15;1668192;KIT ACCESORIO BAÑO
FERRUM MARINA TOALLERO METALICO X UNID XTHA01;229579,19;280087;KIT ACCESORIO BAÑO
FERRUM RONDELLE TOALLERO METALICO X UNID XTR1A01;237547,4;289808;KIT ACCESORIO BAÑO
FERRUM RONDELLE TOALLERO/REPISA IZQ XRRYAB;696393,57;849601;KIT ACCESORIO BAÑO
FERRUM ESPACIO BARRAL C/ACC Y P/ROLLO VTEPAB;1041032,66;1270060;KIT ACCESORIO BAÑO
FERRUM ESPACIO BARRAL DERECHO 34X69 VTEPB;391826,96;478029;KIT ACCESORIO BAÑO
FERRUM ESPACIO BARRAL FIJO RECTO DE 35CM VEFR3B;160393,14;195680;KIT ACCESORIO BAÑO
FERRUM ESPACIO BARRAL FIJO RECTO DE 50CM VEFR5B;171117,24;208764;KIT ACCESORIO BAÑO
FERRUM ESPACIO BARRAL FIJO RECTO DE 80CM VEFR8B;222037,26;270886;KIT ACCESORIO BAÑO
FERRUM ESPACIO BARRAL FIJO RECTO DE 95CM VEFR9B;234375,17;285938;KIT ACCESORIO BAÑO
FERRUM ESPACIO BARRAL IZQUIERDO 34X69 VTEPIB;391826,96;478029;KIT ACCESORIO BAÑO
FERRUM ESPACIO BARRAL REBATIBLE 60CM VTEBB;503681,82;614492;KIT ACCESORIO BAÑO
FERRUM ESPACIO BARRAL REBATIBLE 80CM VTEB8B;615016,04;750320;KIT ACCESORIO BAÑO
FERRUM ESPACIO ESPEJO INCLINABLE 60X80 VTEE1B;866854,67;1057563;KIT ACCESORIO BAÑO
FERRUM ESPACIO SILLA REBATIBLE VTESB;624410,9;761782;KIT ACCESORIO BAÑO
FERRUM ESPACIO SISTEMA MOVIL LAV.ESPACIO VTEM1B;943396,38;1150944;KIT ACCESORIO BAÑO
FERRUM CONJUNTO VENECIA 48CM 1 AG L4V1J+X4VLD*****;605629,93;738869;VANITORY
FERRUM MUEBLE DE PIE 2 PUERTAS SYMI-ARMONICA******;386563,23;471608;VANITORY
FERRUM ARMONICA MESADA VERSAILLES 40 PULG kgM3FB;2385746,48;2910611;VANITORY
FERRUM ARMONICA MESADA VERSAILLES 42 PULG kgL3FB;2571590,6;3137341;VANITORY
FERRUM TRAFUL P LAVADERO PP 5-UN. LP510P1;423735,63;516958;LAVATORIO
MINGITORIO FERRUM OVAL CAJA X UNID mtsNFB;89139,88;108751;MINGITORIOS
FERRUM HIDRO 16-SIST BASE 6 JETS MOTOR DE R HQ6DAB;4469778,25;5453130;ACCESORIO HIDROMASAJE
FERRUM HIDRO 16-SIST BASE 6 JETS MOTOR IZQ HQ6IABC;4469778,25;5453130;ACCESORIO HIDROMASAJE
FERRUM HIDRO 16-SIST DIGITAL 6 JETS MOTOR DE R HQ6;2079213,64;2536641;ACCESORIO HIDROMASAJE
FERRUM HIDRO 16-SIST DIGITAL 6 JETS MOTOR IZQ HQ6I;7062221,37;8615911;ACCESORIO HIDROMASAJE
FERRUM HIDRO 17-SIST BASE 8 JETS MOTOR DE R HR8DAB;485302,21;592069;ACCESORIO HIDROMASAJE
FERRUM HIDRO 17-SIST BASE 8 JETS MOTOR IZQ HR8IABC;485302,21;592069;ACCESORIO HIDROMASAJE
FERRUM HIDRO 17-SIST DIGITAL SPA 8 JETS MOTOR DE R;1951417,67;2380730;ACCESORIO HIDROMASAJE
FERRUM HIDRO 17-SIST DIGITAL SPA 8 JETS MOTOR IZQ;1951417,67;2380730;ACCESORIO HIDROMASAJE
FERRUM HIDRO ATLANTIS-SIST BASE 8 JETS MOTOR DE R;3891704,23;4747880;ACCESORIO HIDROMASAJE
FERRUM HIDRO ATLANTIS-SIST BASE 8 JETS MOTOR IZQ H;3891704,23;4747880;ACCESORIO HIDROMASAJE
FERRUM HIDRO ATLANTIS-SIST DIGITAL 8 JETS MOTOR DE;3826954,47;4668885;ACCESORIO HIDROMASAJE
FERRUM HIDRO ATLANTIS-SIST DIGITAL 8 JETS MOTOR IZ;3826954,47;4668885;ACCESORIO HIDROMASAJE
FERRUM HIDRO ATLANTIS-SIST DIGITAL SPA 8 JETS MOTO;1997163,25;2436540;ACCESORIO HIDROMASAJE
FERRUM HIDRO AZTECA-SIST BASE 10 JETS MOTOR DE R H;1500599,5;1830732;ACCESORIO HIDROMASAJE
FERRUM HIDRO AZTECA-SIST BASE 10 JETS MOTOR IZQ HZ;1500599,5;1830732;ACCESORIO HIDROMASAJE
FERRUM HIDRO AZTECA-SIST DIGITAL SPA 10 JETS MOTOR;2224289,75;2713634;ACCESORIO HIDROMASAJE
FERRUM HIDRO BALI-SIST BASE 9 JETS MOTOR DE R HK9D;4086954,63;4986085;ACCESORIO HIDROMASAJE
FERRUM HIDRO BALI-SIST BASE 9 JETS MOTOR IZQ HK9IA;4086954,63;4986085;ACCESORIO HIDROMASAJE
FERRUM HIDRO BALI-SIST DIGITAL SPA 9 JETS MOTOR DE;4744003,34;5787685;ACCESORIO HIDROMASAJE
FERRUM HIDRO BALI-SIST DIGITAL SPA 9 JETS MOTOR IZ;4744003,34;5787685;ACCESORIO HIDROMASAJE
FERRUM HIDRO CARILO 17-SIST BASE 8 JETS MOTOR DE R;2187204,87;2668390;ACCESORIO HIDROMASAJE
FERRUM HIDRO CARILO 17-SIST BASE 8 JETS MOTOR IZQ;2187204,87;2668390;ACCESORIO HIDROMASAJE
